batch_id,inventory_date,product_name,brand,unit,packaging_type,sales_channel,production_date,expiration_date,quantity_received,quantity_sold,quantity_in_stock,expected_stock,stock_discrepancy,minimum_stock_threshold,reorder_quantity,days_until_expiration,stock_status,expiration_status
BAT-003379,2019-08-20,Buttermilk,Raj,liters,Refrigerated,Wholesale,2019-07-26,2019-08-06,901.13,120,781,781.13,-0.13,52.33,109.28,-14,Sufficient,Expired
BAT-003381,2021-06-15,Buttermilk,Amul,liters,Refrigerated,Wholesale,2021-05-06,2021-05-15,986.37,73,913,913.37,-0.37,42.13,191.76,-31,Sufficient,Expired
BAT-003383,2019-12-09,Buttermilk,Amul,liters,Refrigerated,Retail,2019-10-23,2019-10-30,915.23,614,301,301.23,-0.23,40.77,101.77,-40,Sufficient,Expired
BAT-003390,2021-05-16,Buttermilk,Raj,liters,Refrigerated,Retail,2021-03-27,2021-04-04,237.24,25,212,212.24,-0.24,26.53,174.76,-42,Sufficient,Expired
BAT-003391,2019-04-05,Buttermilk,Raj,liters,Refrigerated,Wholesale,2019-02-04,2019-02-11,105.47,85,20,20.47,-0.47,44.64,55.96,-53,Low Stock,Expired
BAT-003394,2020-04-10,Buttermilk,Mother Dairy,liters,Refrigerated,Online,2020-02-22,2020-03-07,735.02,88,647,647.02,-0.02,63.09,88.8,-34,Sufficient,Expired
BAT-003397,2022-09-27,Buttermilk,Raj,liters,Refrigerated,Wholesale,2022-09-23,2022-10-02,150.36,89,61,61.36,-0.36,17.24,136.78,5,Sufficient,Expiring Soon
BAT-003399,2020-03-07,Buttermilk,Raj,liters,Refrigerated,Retail,2020-02-15,2020-02-29,595.09,32,563,563.09,-0.09,82.2,62.36,-7,Sufficient,Expired
BAT-003400,2019-11-24,Buttermilk,Mother Dairy,liters,Refrigerated,Online,2019-10-14,2019-10-23,195.02,11,184,184.02,-0.02,63.03,127.96,-32,Sufficient,Expired
BAT-003402,2019-08-14,Buttermilk,Mother Dairy,liters,Refrigerated,Online,2019-06-27,2019-07-05,269.34,79,190,190.34,-0.34,48.19,20.76,-40,Sufficient,Expired
BAT-003405,2022-06-11,Buttermilk,Sudha,liters,Refrigerated,Online,2022-05-29,2022-06-10,429.27,202,227,227.27,-0.27,59.52,147.97,-1,Sufficient,Expired
BAT-003408,2022-11-07,Buttermilk,Mother Dairy,liters,Refrigerated,Online,2022-10-26,2022-11-03,964.22,605,359,359.22,-0.22,24.22,92.05,-4,Sufficient,Expired
BAT-003409,2020-12-27,Buttermilk,Sudha,liters,Refrigerated,Retail,2020-12-24,2021-01-06,437.47,29,408,408.47,-0.47,42.03,129.26,10,Sufficient,Safe
BAT-003413,2019-06-04,Buttermilk,Amul,liters,Refrigerated,Online,2019-04-08,2019-04-20,88.29,3,85,85.29,-0.29,95.12,36.0,-45,Low Stock,Expired
BAT-003417,2021-06-12,Buttermilk,Sudha,liters,Refrigerated,Online,2021-04-22,2021-05-04,537.13,89,448,448.13,-0.13,19.28,152.57,-39,Sufficient,Expired
BAT-003418,2020-12-24,Buttermilk,Mother Dairy,liters,Refrigerated,Retail,2020-11-05,2020-11-15,23.41,22,1,1.41,-0.41,68.75,47.77,-39,Low Stock,Expired
BAT-003420,2021-11-21,Buttermilk,Sudha,liters,Refrigerated,Online,2021-11-16,2021-11-25,132.4,90,42,42.4,-0.4,66.06,180.37,4,Low Stock,Expiring Soon
BAT-003421,2022-04-25,Buttermilk,Raj,liters,Refrigerated,Online,2022-02-27,2022-03-06,521.3,88,433,433.3,-0.3,91.84,140.37,-50,Sufficient,Expired
BAT-003424,2020-02-23,Buttermilk,Amul,liters,Refrigerated,Online,2020-02-20,2020-03-04,797.16,125,672,672.16,-0.16,31.54,187.02,10,Sufficient,Safe
BAT-003425,2021-06-04,Buttermilk,Sudha,liters,Refrigerated,Wholesale,2021-04-09,2021-04-18,2.29,1,1,1.29,-0.29,59.55,139.33,-47,Low Stock,Expired
BAT-003427,2020-03-03,Buttermilk,Amul,liters,Refrigerated,Wholesale,2020-02-12,2020-02-23,758.09,582,176,176.09,-0.09,25.82,146.88,-9,Sufficient,Expired
BAT-003429,2019-04-21,Buttermilk,Amul,liters,Refrigerated,Wholesale,2019-03-26,2019-04-02,612.49,461,151,151.49,-0.49,26.91,69.07,-19,Sufficient,Expired
BAT-003430,2019-01-02,Buttermilk,Sudha,liters,Refrigerated,Online,2018-12-15,2018-12-25,214.31,64,150,150.31,-0.31,47.12,184.58,-8,Sufficient,Expired
BAT-003431,2022-03-03,Buttermilk,Mother Dairy,liters,Refrigerated,Online,2022-01-26,2022-02-07,563.11,543,20,20.11,-0.11,39.98,24.32,-24,Low Stock,Expired
BAT-003432,2019-12-26,Buttermilk,Sudha,liters,Refrigerated,Online,2019-12-17,2019-12-26,56.33,6,50,50.33,-0.33,88.56,176.64,0,Low Stock,Urgent
BAT-003433,2022-03-06,Buttermilk,Raj,liters,Refrigerated,Online,2022-01-16,2022-01-30,493.17,398,95,95.17,-0.17,41.53,176.99,-35,Sufficient,Expired
BAT-003434,2020-03-20,Buttermilk,Amul,liters,Refrigerated,Online,2020-02-09,2020-02-22,322.45,149,173,173.45,-0.45,83.53,175.86,-27,Sufficient,Expired
BAT-003436,2022-02-15,Buttermilk,Raj,liters,Refrigerated,Wholesale,2022-01-13,2022-01-27,654.13,414,240,240.13,-0.13,66.0,147.36,-19,Sufficient,Expired
BAT-003437,2021-06-11,Buttermilk,Mother Dairy,liters,Refrigerated,Wholesale,2021-05-10,2021-05-22,926.48,46,880,880.48,-0.48,44.83,159.25,-20,Sufficient,Expired
BAT-003439,2021-10-17,Buttermilk,Mother Dairy,liters,Refrigerated,Wholesale,2021-09-30,2021-10-10,823.26,664,159,159.26,-0.26,36.55,80.41,-7,Sufficient,Expired
BAT-003442,2019-06-13,Buttermilk,Mother Dairy,liters,Refrigerated,Online,2019-05-09,2019-05-17,932.07,683,249,249.07,-0.07,83.15,103.23,-27,Sufficient,Expired
BAT-003443,2022-12-15,Buttermilk,Mother Dairy,liters,Refrigerated,Retail,2022-11-10,2022-11-18,915.04,787,128,128.04,-0.04,10.64,33.9,-27,Sufficient,Expired
BAT-003444,2020-06-11,Buttermilk,Amul,liters,Refrigerated,Online,2020-05-10,2020-05-20,564.28,180,384,384.28,-0.28,59.23,63.63,-22,Sufficient,Expired
BAT-003447,2020-04-05,Buttermilk,Sudha,liters,Refrigerated,Wholesale,2020-02-10,2020-02-21,850.3,56,794,794.3,-0.3,41.4,68.17,-44,Sufficient,Expired
BAT-003453,2019-05-06,Buttermilk,Sudha,liters,Refrigerated,Retail,2019-04-04,2019-04-11,60.17,10,50,50.17,-0.17,73.95,82.7,-25,Low Stock,Expired
BAT-003454,2022-09-13,Buttermilk,Raj,liters,Refrigerated,Online,2022-07-26,2022-08-06,628.17,365,263,263.17,-0.17,43.23,153.0,-38,Sufficient,Expired
BAT-003458,2022-03-07,Buttermilk,Sudha,liters,Refrigerated,Online,2022-01-27,2022-02-07,216.32,39,177,177.32,-0.32,50.26,155.0,-28,Sufficient,Expired
BAT-003459,2022-03-12,Buttermilk,Sudha,liters,Refrigerated,Wholesale,2022-02-15,2022-02-27,673.11,151,522,522.11,-0.11,27.64,167.6,-13,Sufficient,Expired
BAT-003461,2019-06-12,Buttermilk,Mother Dairy,liters,Refrigerated,Online,2019-04-13,2019-04-21,784.25,558,226,226.25,-0.25,40.01,87.42,-52,Sufficient,Expired
BAT-003464,2022-04-07,Buttermilk,Raj,liters,Refrigerated,Retail,2022-02-19,2022-03-01,392.05,37,355,355.05,-0.05,49.0,197.46,-37,Sufficient,Expired
BAT-003465,2020-01-05,Buttermilk,Sudha,liters,Refrigerated,Retail,2019-12-10,2019-12-19,433.35,186,247,247.35,-0.35,97.73,67.02,-17,Sufficient,Expired
BAT-003466,2019-01-18,Buttermilk,Mother Dairy,liters,Refrigerated,Online,2019-01-08,2019-01-16,117.03,86,31,31.03,-0.03,62.58,161.32,-2,Low Stock,Expired
BAT-003470,2019-07-21,Buttermilk,Sudha,liters,Refrigerated,Retail,2019-06-04,2019-06-17,965.47,183,782,782.47,-0.47,60.79,160.78,-34,Sufficient,Expired
BAT-003472,2019-12-03,Buttermilk,Sudha,liters,Refrigerated,Online,2019-11-13,2019-11-23,885.05,78,807,807.05,-0.05,11.92,46.72,-10,Sufficient,Expired
BAT-003473,2020-01-14,Buttermilk,Mother Dairy,liters,Refrigerated,Wholesale,2020-01-09,2020-01-17,400.23,12,388,388.23,-0.23,36.89,85.29,3,Sufficient,Urgent
BAT-003477,2020-09-12,Buttermilk,Raj,liters,Refrigerated,Online,2020-08-04,2020-08-14,4.39,2,2,2.39,-0.39,27.89,98.91,-29,Low Stock,Expired
BAT-003479,2019-04-04,Buttermilk,Amul,liters,Refrigerated,Retail,2019-03-29,2019-04-10,201.3,122,79,79.3,-0.3,93.67,102.75,6,Low Stock,Expiring Soon
BAT-003480,2021-08-12,Buttermilk,Raj,liters,Refrigerated,Retail,2021-06-15,2021-06-24,781.11,350,431,431.11,-0.11,81.34,160.21,-49,Sufficient,Expired
BAT-003483,2019-02-14,Paneer,Mother Dairy,kilograms,Refrigerated,Online,2019-01-06,2019-01-20,203.36,15,188,188.36,-0.36,10.9,25.14,-25,Sufficient,Expired
BAT-003485,2021-11-17,Paneer,Sudha,kilograms,Refrigerated,Wholesale,2021-10-23,2021-10-31,886.35,845,41,41.35,-0.35,46.25,70.4,-17,Low Stock,Expired
BAT-003486,2020-05-25,Paneer,Amul,kilograms,Refrigerated,Retail,2020-05-02,2020-05-09,770.27,557,213,213.27,-0.27,83.63,79.83,-16,Sufficient,Expired
BAT-003491,2019-09-06,Paneer,Raj,kilograms,Refrigerated,Retail,2019-08-13,2019-08-24,674.12,230,444,444.12,-0.12,99.99,131.43,-13,Sufficient,Expired
BAT-003492,2019-01-09,Paneer,Mother Dairy,kilograms,Refrigerated,Wholesale,2018-12-08,2018-12-15,969.09,779,190,190.09,-0.09,32.08,128.68,-25,Sufficient,Expired
BAT-003493,2021-06-10,Paneer,Amul,kilograms,Refrigerated,Retail,2021-04-15,2021-04-22,571.27,217,354,354.27,-0.27,59.8,124.23,-49,Sufficient,Expired
BAT-003494,2021-03-02,Paneer,Sudha,kilograms,Refrigerated,Wholesale,2021-02-07,2021-02-15,374.12,148,226,226.12,-0.12,81.19,36.33,-15,Sufficient,Expired
BAT-003496,2020-10-19,Paneer,Sudha,kilograms,Refrigerated,Retail,2020-09-06,2020-09-13,272.32,237,35,35.32,-0.32,12.45,117.28,-36,Sufficient,Expired
BAT-003499,2019-12-15,Paneer,Mother Dairy,kilograms,Refrigerated,Online,2019-11-21,2019-12-02,307.25,24,283,283.25,-0.25,93.72,87.63,-13,Sufficient,Expired
BAT-003500,2021-04-01,Paneer,Sudha,kilograms,Refrigerated,Wholesale,2021-03-11,2021-03-20,131.11,10,121,121.11,-0.11,82.32,115.55,-12,Sufficient,Expired
BAT-003506,2020-06-12,Paneer,Mother Dairy,kilograms,Refrigerated,Retail,2020-05-30,2020-06-10,563.42,146,417,417.42,-0.42,56.22,176.79,-2,Sufficient,Expired
BAT-003507,2019-11-25,Paneer,Amul,kilograms,Refrigerated,Retail,2019-11-09,2019-11-23,656.11,578,78,78.11,-0.11,33.01,123.93,-2,Sufficient,Expired
BAT-003508,2019-12-26,Paneer,Raj,kilograms,Refrigerated,Online,2019-12-18,2019-12-31,872.22,278,594,594.22,-0.22,28.28,95.11,5,Sufficient,Expiring Soon
BAT-003510,2022-06-12,Paneer,Sudha,kilograms,Refrigerated,Retail,2022-05-20,2022-05-30,417.44,203,214,214.44,-0.44,94.2,147.37,-13,Sufficient,Expired
BAT-003511,2019-10-12,Paneer,Mother Dairy,kilograms,Refrigerated,Online,2019-10-09,2019-10-23,509.23,373,136,136.23,-0.23,19.99,74.29,11,Sufficient,Safe
BAT-003513,2021-12-27,Paneer,Sudha,kilograms,Refrigerated,Retail,2021-12-20,2022-01-01,114.24,3,111,111.24,-0.24,34.93,84.32,5,Sufficient,Expiring Soon
BAT-003514,2019-06-13,Paneer,Sudha,kilograms,Refrigerated,Wholesale,2019-05-15,2019-05-27,544.0,426,118,118.0,0.0,31.94,173.21,-17,Sufficient,Expired
BAT-003515,2020-05-01,Paneer,Amul,kilograms,Refrigerated,Wholesale,2020-04-15,2020-04-24,798.14,604,194,194.14,-0.14,23.34,64.25,-7,Sufficient,Expired
BAT-003517,2021-12-02,Paneer,Raj,kilograms,Refrigerated,Online,2021-11-13,2021-11-22,723.16,128,595,595.16,-0.16,34.96,161.93,-10,Sufficient,Expired
BAT-003518,2020-01-10,Paneer,Sudha,kilograms,Refrigerated,Retail,2019-11-30,2019-12-11,368.03,151,217,217.03,-0.03,68.51,66.18,-30,Sufficient,Expired
BAT-003520,2019-12-24,Paneer,Sudha,kilograms,Refrigerated,Retail,2019-10-26,2019-11-06,97.17,48,49,49.17,-0.17,78.12,131.05,-48,Low Stock,Expired
BAT-003522,2022-02-03,Paneer,Raj,kilograms,Refrigerated,Online,2022-01-04,2022-01-14,241.09,83,158,158.09,-0.09,41.27,93.18,-20,Sufficient,Expired
BAT-003525,2020-11-07,Paneer,Mother Dairy,kilograms,Refrigerated,Wholesale,2020-10-17,2020-10-28,339.45,146,193,193.45,-0.45,72.68,116.24,-10,Sufficient,Expired
BAT-003527,2020-05-09,Paneer,Sudha,kilograms,Refrigerated,Online,2020-03-18,2020-04-01,735.21,603,132,132.21,-0.21,90.65,137.67,-38,Sufficient,Expired
BAT-003528,2022-02-20,Paneer,Mother Dairy,kilograms,Refrigerated,Online,2021-12-26,2022-01-02,608.07,572,36,36.07,-0.07,71.18,86.51,-49,Low Stock,Expired
BAT-003530,2021-05-10,Paneer,Mother Dairy,kilograms,Refrigerated,Wholesale,2021-04-12,2021-04-20,681.13,308,373,373.13,-0.13,84.55,53.79,-20,Sufficient,Expired
BAT-003533,2019-01-08,Paneer,Sudha,kilograms,Refrigerated,Retail,2018-12-19,2018-12-29,405.07,309,96,96.07,-0.07,52.34,167.14,-10,Sufficient,Expired
BAT-003535,2021-04-14,Paneer,Mother Dairy,kilograms,Refrigerated,Online,2021-02-17,2021-02-28,243.02,145,98,98.02,-0.02,51.58,143.89,-45,Sufficient,Expired
BAT-003536,2022-01-16,Paneer,Mother Dairy,kilograms,Refrigerated,Retail,2021-12-19,2022-01-02,97.47,62,35,35.47,-0.47,39.79,198.03,-14,Low Stock,Expired
BAT-003537,2022-09-14,Paneer,Raj,kilograms,Refrigerated,Online,2022-07-23,2022-08-05,702.1,592,110,110.1,-0.1,72.02,103.46,-40,Sufficient,Expired
BAT-003538,2020-02-27,Paneer,Raj,kilograms,Refrigerated,Retail,2020-02-07,2020-02-17,936.16,29,907,907.16,-0.16,71.33,26.94,-10,Sufficient,Expired
BAT-003539,2020-11-08,Paneer,Amul,kilograms,Refrigerated,Online,2020-10-24,2020-11-04,234.06,31,203,203.06,-0.06,17.99,134.09,-4,Sufficient,Expired
BAT-003544,2019-01-21,Paneer,Amul,kilograms,Refrigerated,Wholesale,2018-12-29,2019-01-09,422.02,78,344,344.02,-0.02,56.39,184.51,-12,Sufficient,Expired
BAT-003545,2019-03-08,Paneer,Sudha,kilograms,Refrigerated,Online,2019-01-20,2019-01-30,704.27,214,490,490.27,-0.27,37.14,24.18,-37,Sufficient,Expired
BAT-003546,2020-03-25,Paneer,Sudha,kilograms,Refrigerated,Retail,2020-02-24,2020-03-08,88.05,10,78,78.05,-0.05,90.43,156.64,-17,Low Stock,Expired
BAT-003547,2021-03-15,Paneer,Raj,kilograms,Refrigerated,Online,2021-02-23,2021-03-03,253.26,16,237,237.26,-0.26,56.31,36.51,-12,Sufficient,Expired
BAT-003550,2022-01-23,Paneer,Amul,kilograms,Refrigerated,Online,2022-01-18,2022-01-31,570.32,99,471,471.32,-0.32,99.11,174.17,8,Sufficient,Safe
BAT-003551,2021-07-01,Paneer,Amul,kilograms,Refrigerated,Wholesale,2021-06-22,2021-07-01,919.34,910,9,9.34,-0.34,75.34,199.25,0,Low Stock,Urgent
BAT-003553,2019-04-21,Paneer,Raj,kilograms,Refrigerated,Retail,2019-02-20,2019-03-05,565.32,536,29,29.32,-0.32,17.61,32.98,-47,Sufficient,Expired
BAT-003555,2022-09-11,Paneer,Mother Dairy,kilograms,Refrigerated,Retail,2022-08-13,2022-08-25,115.3,33,82,82.3,-0.3,75.38,173.56,-17,Sufficient,Expired
BAT-003556,2021-12-17,Paneer,Mother Dairy,kilograms,Refrigerated,Wholesale,2021-12-11,2021-12-18,76.35,63,13,13.35,-0.35,68.85,62.6,1,Low Stock,Urgent
BAT-003557,2021-03-16,Paneer,Raj,kilograms,Refrigerated,Retail,2021-01-15,2021-01-27,230.42,52,178,178.42,-0.42,91.29,167.14,-48,Sufficient,Expired
BAT-003560,2021-12-05,Paneer,Amul,kilograms,Refrigerated,Online,2021-11-12,2021-11-25,459.36,277,182,182.36,-0.36,58.12,31.78,-10,Sufficient,Expired
BAT-003561,2022-08-27,Paneer,Sudha,kilograms,Refrigerated,Online,2022-08-11,2022-08-21,723.37,177,546,546.37,-0.37,69.69,59.18,-6,Sufficient,Expired
BAT-003562,2022-01-24,Paneer,Raj,kilograms,Refrigerated,Online,2022-01-03,2022-01-13,952.14,926,26,26.14,-0.14,13.13,95.47,-11,Sufficient,Expired
BAT-003567,2020-10-28,Paneer,Mother Dairy,kilograms,Refrigerated,Retail,2020-08-30,2020-09-06,788.45,134,654,654.45,-0.45,92.11,119.48,-52,Sufficient,Expired
BAT-003570,2020-02-07,Paneer,Amul,kilograms,Refrigerated,Retail,2020-02-04,2020-02-15,277.21,267,10,10.21,-0.21,65.1,107.02,8,Low Stock,Safe
BAT-003571,2019-07-24,Paneer,Mother Dairy,kilograms,Refrigerated,Retail,2019-06-04,2019-06-17,202.2,91,111,111.2,-0.2,12.2,35.18,-37,Sufficient,Expired
BAT-003573,2022-05-08,Paneer,Sudha,kilograms,Refrigerated,Retail,2022-04-07,2022-04-21,607.04,367,240,240.04,-0.04,50.72,188.17,-17,Sufficient,Expired
BAT-003574,2019-05-10,Paneer,Mother Dairy,kilograms,Refrigerated,Retail,2019-05-04,2019-05-17,614.13,153,461,461.13,-0.13,33.1,173.23,7,Sufficient,Expiring Soon
BAT-003575,2020-11-14,Paneer,Mother Dairy,kilograms,Refrigerated,Retail,2020-09-26,2020-10-03,307.33,7,300,300.33,-0.33,23.62,23.93,-42,Sufficient,Expired
BAT-003577,2020-08-05,Paneer,Mother Dairy,kilograms,Refrigerated,Retail,2020-06-13,2020-06-27,45.09,39,6,6.09,-0.09,17.05,130.02,-39,Low Stock,Expired
BAT-003578,2022-12-20,Paneer,Sudha,kilograms,Refrigerated,Online,2022-11-10,2022-11-19,778.25,635,143,143.25,-0.25,22.27,161.89,-31,Sufficient,Expired
BAT-003580,2022-02-28,Paneer,Raj,kilograms,Refrigerated,Online,2022-01-29,2022-02-06,98.19,58,40,40.19,-0.19,28.87,144.09,-22,Sufficient,Expired
BAT-003581,2022-02-24,Paneer,Sudha,kilograms,Refrigerated,Wholesale,2022-02-03,2022-02-17,198.24,160,38,38.24,-0.24,18.3,172.81,-7,Sufficient,Expired
BAT-003583,2019-10-03,Paneer,Raj,kilograms,Refrigerated,Wholesale,2019-09-19,2019-10-01,978.29,792,186,186.29,-0.29,50.1,40.55,-2,Sufficient,Expired
BAT-003584,2022-10-05,Paneer,Amul,kilograms,Refrigerated,Wholesale,2022-09-17,2022-09-27,929.42,87,842,842.42,-0.42,83.05,36.56,-8,Sufficient,Expired
BAT-003585,2021-12-01,Paneer,Amul,kilograms,Refrigerated,Online,2021-11-10,2021-11-17,811.16,730,81,81.16,-0.16,83.57,45.59,-14,Low Stock,Expired
BAT-003586,2020-09-20,Paneer,Mother Dairy,kilograms,Refrigerated,Wholesale,2020-09-04,2020-09-16,100.17,39,61,61.17,-0.17,13.68,166.49,-4,Sufficient,Expired
BAT-003590,2019-06-26,Paneer,Sudha,kilograms,Refrigerated,Wholesale,2019-05-01,2019-05-09,178.05,124,54,54.05,-0.05,12.28,189.54,-48,Sufficient,Expired
BAT-003592,2019-10-14,Paneer,Raj,kilograms,Refrigerated,Retail,2019-09-29,2019-10-09,391.13,121,270,270.13,-0.13,95.07,119.52,-5,Sufficient,Expired
BAT-003598,2022-09-27,Paneer,Raj,kilograms,Refrigerated,Wholesale,2022-08-26,2022-09-03,988.32,899,89,89.32,-0.32,92.03,197.32,-24,Low Stock,Expired
BAT-003600,2022-04-02,Paneer,Sudha,kilograms,Refrigerated,Wholesale,2022-02-26,2022-03-06,143.48,34,109,109.48,-0.48,55.28,50.7,-27,Sufficient,Expired
BAT-003602,2019-02-08,Paneer,Sudha,kilograms,Refrigerated,Wholesale,2018-12-20,2018-12-29,759.31,381,378,378.31,-0.31,70.67,156.02,-41,Sufficient,Expired
BAT-003605,2021-07-13,Paneer,Amul,kilograms,Refrigerated,Wholesale,2021-06-21,2021-06-29,843.28,109,734,734.28,-0.28,89.53,180.7,-14,Sufficient,Expired
BAT-003608,2021-05-01,Paneer,Amul,kilograms,Refrigerated,Retail,2021-04-27,2021-05-07,171.16,157,14,14.16,-0.16,84.04,92.2,6,Low Stock,Expiring Soon
BAT-003609,2020-06-05,Paneer,Mother Dairy,kilograms,Refrigerated,Retail,2020-04-18,2020-04-25,436.22,38,398,398.22,-0.22,12.0,38.9,-41,Sufficient,Expired
BAT-003610,2022-06-25,Paneer,Raj,kilograms,Refrigerated,Online,2022-05-08,2022-05-18,678.03,282,396,396.03,-0.03,38.12,111.25,-38,Sufficient,Expired
BAT-003612,2020-02-27,Paneer,Mother Dairy,kilograms,Refrigerated,Online,2020-01-11,2020-01-22,909.36,433,476,476.36,-0.36,63.9,66.82,-36,Sufficient,Expired
BAT-003613,2020-05-23,Paneer,Amul,kilograms,Refrigerated,Retail,2020-05-08,2020-05-19,459.4,290,169,169.4,-0.4,81.9,124.88,-4,Sufficient,Expired
BAT-003614,2022-04-26,Paneer,Mother Dairy,kilograms,Refrigerated,Retail,2022-03-19,2022-03-27,663.22,208,455,455.22,-0.22,73.22,21.08,-30,Sufficient,Expired
BAT-003615,2022-10-23,Paneer,Amul,kilograms,Refrigerated,Retail,2022-08-30,2022-09-13,212.4,139,73,73.4,-0.4,37.23,57.25,-40,Sufficient,Expired
BAT-003619,2022-08-27,Paneer,Raj,kilograms,Refrigerated,Retail,2022-07-05,2022-07-13,26.33,8,18,18.33,-0.33,54.65,193.67,-45,Low Stock,Expired
BAT-003621,2019-12-21,Paneer,Amul,kilograms,Refrigerated,Wholesale,2019-12-03,2019-12-10,411.32,211,200,200.32,-0.32,46.82,198.07,-11,Sufficient,Expired
BAT-003623,2021-08-04,Paneer,Raj,kilograms,Refrigerated,Online,2021-07-24,2021-08-01,653.24,42,611,611.24,-0.24,90.8,113.09,-3,Sufficient,Expired
BAT-003627,2019-10-10,Paneer,Sudha,kilograms,Refrigerated,Wholesale,2019-08-28,2019-09-09,295.2,195,100,100.2,-0.2,33.64,145.99,-31,Sufficient,Expired
BAT-003629,2021-11-17,Paneer,Mother Dairy,kilograms,Refrigerated,Online,2021-10-04,2021-10-12,136.17,59,77,77.17,-0.17,99.15,109.75,-36,Low Stock,Expired
BAT-003630,2022-05-09,Paneer,Amul,kilograms,Refrigerated,Wholesale,2022-04-30,2022-05-12,809.09,18,791,791.09,-0.09,99.05,71.54,3,Sufficient,Urgent
BAT-003632,2022-11-19,Paneer,Mother Dairy,kilograms,Refrigerated,Retail,2022-10-22,2022-10-29,332.42,144,188,188.42,-0.42,96.72,156.37,-21,Sufficient,Expired
BAT-003633,2021-04-20,Paneer,Amul,kilograms,Refrigerated,Online,2021-03-02,2021-03-10,78.24,30,48,48.24,-0.24,70.33,149.27,-41,Low Stock,Expired
BAT-003637,2021-12-15,Paneer,Raj,kilograms,Refrigerated,Retail,2021-10-18,2021-10-27,822.29,102,720,720.29,-0.29,17.44,32.97,-49,Sufficient,Expired
BAT-003638,2021-09-12,Paneer,Sudha,kilograms,Refrigerated,Wholesale,2021-09-06,2021-09-20,875.15,574,301,301.15,-0.15,69.0,96.09,8,Sufficient,Safe
BAT-003639,2019-05-11,Paneer,Mother Dairy,kilograms,Refrigerated,Retail,2019-03-26,2019-04-08,574.02,335,239,239.02,-0.02,60.73,105.84,-33,Sufficient,Expired
BAT-003643,2020-11-15,Paneer,Mother Dairy,kilograms,Refrigerated,Wholesale,2020-10-01,2020-10-10,661.05,615,46,46.05,-0.05,61.16,48.73,-36,Low Stock,Expired
BAT-003644,2021-10-03,Paneer,Mother Dairy,kilograms,Refrigerated,Wholesale,2021-08-15,2021-08-26,960.01,190,770,770.01,-0.01,41.75,78.37,-38,Sufficient,Expired
BAT-003645,2020-05-13,Paneer,Sudha,kilograms,Refrigerated,Wholesale,2020-05-04,2020-05-16,924.36,908,16,16.36,-0.36,51.92,198.63,3,Low Stock,Urgent
BAT-003646,2022-03-18,Paneer,Raj,kilograms,Refrigerated,Retail,2022-01-17,2022-01-24,6.17,2,4,4.17,-0.17,15.8,46.34,-53,Low Stock,Expired
BAT-003647,2021-04-13,Paneer,Raj,kilograms,Refrigerated,Online,2021-02-23,2021-03-06,213.11,62,151,151.11,-0.11,36.73,24.09,-38,Sufficient,Expired
BAT-003649,2022-07-03,Paneer,Sudha,kilograms,Refrigerated,Wholesale,2022-06-25,2022-07-05,336.47,231,105,105.47,-0.47,14.07,114.22,2,Sufficient,Urgent
BAT-003653,2021-05-21,Paneer,Sudha,kilograms,Refrigerated,Retail,2021-04-23,2021-05-02,898.43,551,347,347.43,-0.43,73.33,31.96,-19,Sufficient,Expired
BAT-003658,2019-09-12,Paneer,Amul,kilograms,Refrigerated,Online,2019-09-08,2019-09-18,1.22,1,0,0.22,-0.22,36.28,34.18,6,Low Stock,Expiring Soon
BAT-003659,2019-07-02,Paneer,Raj,kilograms,Refrigerated,Online,2019-05-10,2019-05-19,345.37,256,89,89.37,-0.37,68.09,154.49,-44,Sufficient,Expired
BAT-003661,2021-05-06,Paneer,Sudha,kilograms,Refrigerated,Online,2021-03-30,2021-04-10,492.01,176,316,316.01,-0.01,21.1,106.23,-26,Sufficient,Expired
BAT-003662,2022-07-19,Paneer,Mother Dairy,kilograms,Refrigerated,Wholesale,2022-07-07,2022-07-18,486.33,231,255,255.33,-0.33,11.18,139.3,-1,Sufficient,Expired
BAT-003665,2020-01-26,Paneer,Amul,kilograms,Refrigerated,Retail,2020-01-03,2020-01-15,367.11,310,57,57.11,-0.11,70.92,173.24,-11,Low Stock,Expired
BAT-003667,2022-04-09,Paneer,Amul,kilograms,Refrigerated,Wholesale,2022-03-12,2022-03-20,140.39,35,105,105.39,-0.39,30.4,104.1,-20,Sufficient,Expired
BAT-003669,2020-05-13,Paneer,Raj,kilograms,Refrigerated,Wholesale,2020-05-12,2020-05-19,959.18,408,551,551.18,-0.18,45.94,143.44,6,Sufficient,Expiring Soon
BAT-003670,2021-02-26,Paneer,Mother Dairy,kilograms,Refrigerated,Wholesale,2021-02-19,2021-02-26,437.06,101,336,336.06,-0.06,61.22,39.71,0,Sufficient,Urgent
BAT-003673,2021-01-02,Paneer,Mother Dairy,kilograms,Refrigerated,Retail,2020-12-02,2020-12-14,402.34,252,150,150.34,-0.34,86.88,51.43,-19,Sufficient,Expired
BAT-003675,2021-05-13,Paneer,Amul,kilograms,Refrigerated,Online,2021-05-10,2021-05-22,369.19,221,148,148.19,-0.19,27.6,81.47,9,Sufficient,Safe
BAT-003679,2020-09-08,Paneer,Mother Dairy,kilograms,Refrigerated,Retail,2020-08-23,2020-09-04,631.11,38,593,593.11,-0.11,38.44,37.3,-4,Sufficient,Expired
